Gender,Age,Education,Occupation,State,Relationship_Status,Obligation_Rating,Obligation_Category,NEP,Vacation_Behaviour,Rest_and_relax,Luxury_be spoilt,Do_sports,excitement_a_challenge,Not_exceed_planned_budget,Realise_creativity,Fun_and_entertainment,Good_company,Health_and_beauty,Free_and_easy_going,Entertainment_facilities,Not_care_about_prices,Life_style_of_the_local_people,Intense_Experience_of_Nature,Cosiness_or_Familiar_Atmosphere,Maintain_Unspoilt_Surroundings,Everything_Organised,Unspoilt_Nature_or_Natural_Landscape,Cultural_Offers,Change_of_Surroundings,Income_Doller_k,Expenditure_Doller_k
Male,59,2,manager or administrator,NSW,married,3.467,Q2,4.067,2.700,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,,
Female,43,1,home-duties,VIC,married,3.467,Q2,3.333,3.750,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,yes,,
Female,68,2,retired,VIC,living with a partner,5.000,Q4,3.600,4.767,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,56,8,retired,VIC,separated or divorced,3.333,Q1,3.333,3.375,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,,
Female,38,3,home-duties,NSW,married,3.600,Q2,3.400,2.167,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,57,4,manager or administrator,VIC,married,3.233,Q1,2.867,3.667,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,,
Female,36,7,manager or administrator,ACT,married,2.567,Q1,3.400,2.227,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,,
Female,63,6,retired,NSW,married,4.300,Q4,2.933,3.692,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,,
Female,30,8,manager or administrator,QLD,living with a partner,3.633,Q2,2.933,2.842,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,68,7,manager or administrator,SA,married,4.067,Q3,3.267,2.200,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,,
Female,52,7,professional,NSW,single,4.467,Q4,3.467,3.950,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Female,56,6,professional,NSW,separated or divorced,4.900,Q4,4.267,3.885,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,21,3,,NSW,living with a partner,3.333,Q1,3.933,2.360,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,yes,no,yes,,
Female,67,3,,QLD,married,3.367,Q1,3.333,2.138,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,,
Female,19,1,unemployed,QLD,living with a partner,3.000,Q1,3.067,2.714,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,31,7,sales,NSW,married,2.900,Q1,1.933,2.571,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,,
Female,45,6,home-duties,VIC,separated or divorced,4.533,Q4,4.133,3.409,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,,
Female,23,3,home-duties,NSW,living with a partner,4.367,Q4,3.200,3.619,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,,
Male,60,8,small business owner,NSW,married,4.167,Q3,3.933,3.080,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,,
Male,62,2,small business owner,WA,married,3.800,Q2,3.467,3.300,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
Male,19,3,sales,VIC,single,3.667,Q2,3.200,3.259,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,56,3,manager or administrator,NSW,separated or divorced,4.467,Q4,4.333,3.957,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,yes,no,yes,,
Male,54,3,transport worker,NSW,married,4.567,Q4,4.400,4.077,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,,
Male,20,3,,NSW,single,4.033,Q3,3.067,4.300,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,,
Male,41,8,professional,SA,married,3.433,Q2,3.067,2.440,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,,
Female,35,1,,QLD,married,4.333,Q4,3.933,3.250,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Female,57,6,manager or administrator,NSW,married,3.833,Q3,3.333,2.654,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
Female,32,8,professional,VIC,single,4.200,Q3,4.333,3.417,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,,
Female,65,8,professional,NSW,separated or divorced,3.467,Q2,4.267,3.300,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,,
Female,39,6,Clerical or service worker,QLD,single,4.367,Q4,3.867,3.444,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,,
Male,63,3,transport worker,QLD,married,3.000,Q1,3.600,3.000,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,64,8,manager or administrator,VIC,widowed,3.933,Q3,4.733,3.750,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,,
Female,63,1,sales,QLD,married,3.600,Q2,3.333,2.458,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,36,3,manager or administrator,ACT,living with a partner,3.400,Q2,4.133,2.880,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,,
Female,42,6,,QLD,married,3.200,Q1,4.400,2.433,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
Male,41,3,small business owner,NSW,single,3.000,Q1,2.600,2.952,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,61,6,retired,NSW,separated or divorced,2.633,Q1,3.133,,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,yes,,
Male,31,6,sales,NSW,single,4.033,Q3,3.733,3.433,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,,
Male,45,7,professional,NSW,single,3.733,Q2,3.067,2.200,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,,
Male,38,4,sales,NSW,married,2.167,Q1,2.533,2.172,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,25,7,small business owner,VIC,single,3.600,Q2,3.333,3.400,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,,
Female,26,2,sales,VIC,single,4.567,Q4,3.933,3.222,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,,
Male,22,3,manager or administrator,VIC,single,3.167,Q1,3.067,2.800,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,,
Female,67,1,retired,VIC,married,3.733,Q2,3.600,3.667,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Male,43,6,,NSW,separated or divorced,3.000,Q1,3.267,2.611,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,,
Female,56,4,professional,NSW,married,3.933,Q3,4.333,2.630,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,
Female,31,4,sales,NSW,single,3.533,Q2,3.733,2.278,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,50,6,manager or administrator,VIC,married,2.133,Q1,2.800,2.200,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,,
Male,20,7,unemployed,VIC,single,4.000,Q3,3.667,,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,55,3,sales,VIC,widowed,4.633,Q4,3.200,3.571,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,,
Female,25,8,professional,NSW,married,4.433,Q4,4.333,3.455,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,,
Male,52,8,professional,NSW,married,3.200,Q1,3.067,2.481,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,,
Female,41,3,small business owner,NSW,separated or divorced,3.167,Q1,3.000,4.000,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,63,7,retired,QLD,living with a partner,4.567,Q4,4.733,3.429,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,,
Female,63,6,sales,NSW,separated or divorced,3.800,Q2,4.267,3.889,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,
Female,61,1,sales,ACT,married,3.900,Q3,4.067,3.350,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,,
Female,37,4,manager or administrator,QLD,married,2.933,Q1,3.000,2.240,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,,
Male,38,3,tradesperson,NSW,living with a partner,3.500,Q2,2.867,3.400,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,,
Female,32,8,professional,WA,single,3.633,Q2,4.333,2.542,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,,
Male,33,3,manager or administrator,QLD,married,4.433,Q4,3.733,3.889,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes,,
Female,57,2,retired,NSW,married,3.767,Q2,3.600,3.464,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,68,2,retired,QLD,married,4.233,Q4,3.867,3.192,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,,
Male,53,2,professional,NSW,living with a partner,2.533,Q1,4.467,2.793,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,48,6,manager or administrator,VIC,married,3.067,Q1,3.200,2.269,no,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,23,7,unemployed,VIC,single,3.533,Q2,3.200,2.607,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,26,3,sales,SA,single,3.500,Q2,3.333,2.536,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,,
Male,35,3,manager or administrator,NSW,separated or divorced,3.633,Q2,4.133,2.720,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,50,6,manager or administrator,ACT,married,3.633,Q2,4.467,2.846,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,,
Female,37,2,home-duties,SA,married,4.133,Q3,4.200,4.000,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Female,44,6,,WA,married,4.333,Q4,4.800,4.900,yes,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,,
Male,39,4,professional,QLD,living with a partner,4.000,Q3,2.333,2.400,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,,
Male,31,8,transport worker,VIC,married,4.067,Q3,3.933,3.133,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,39,4,transport worker,QLD,married,3.367,Q1,3.733,3.000,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,,
Male,56,7,manager or administrator,VIC,living with a partner,3.467,Q2,4.000,3.417,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,29,8,professional,VIC,married,3.300,Q1,4.400,2.409,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,,
Male,55,6,manager or administrator,SA,married,1.767,Q1,2.933,3.500,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,,
Female,55,2,Clerical or service worker,WA,single,4.000,Q3,3.933,3.769,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,,
Male,63,4,retired,VIC,married,3.333,Q1,3.267,2.321,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,,
Female,57,2,retired,SA,married,3.800,Q2,4.333,2.842,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,,
Female,49,3,labourer,NSW,separated or divorced,3.200,Q1,3.533,2.500,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,65,6,Clerical or service worker,QLD,married,3.467,Q2,3.800,2.529,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,,
Female,49,4,professional,NSW,married,3.867,Q3,4.000,2.400,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,,
Female,44,2,Clerical or service worker,QLD,married,4.500,Q4,4.333,2.750,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,,
Female,41,3,,NSW,separated or divorced,4.100,Q3,3.600,3.083,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,,
Female,32,6,manager or administrator,VIC,single,3.867,Q3,4.400,2.850,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,32,6,,NSW,married,3.867,Q3,4.333,3.067,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,,
Male,19,7,unemployed,NSW,single,2.100,Q1,3.800,2.000,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,,
Female,31,3,professional,VIC,single,3.733,Q2,3.867,3.643,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,,
Male,51,3,sales,WA,married,2.200,Q1,2.400,2.310,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,,
Female,48,7,small business owner,NSW,married,3.900,Q3,3.800,2.481,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,,
Male,36,7,professional,VIC,single,3.567,Q2,4.000,2.633,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,,
Female,51,2,manager or administrator,QLD,married,3.833,Q3,3.333,4.077,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,38,1,manager or administrator,QLD,married,4.467,Q4,3.733,3.633,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,,
Male,30,6,unemployed,QLD,married,3.400,Q2,4.333,2.857,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,,
Female,56,3,sales,VIC,separated or divorced,4.200,Q3,4.667,4.042,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,20,7,sales,SA,single,4.033,Q3,3.667,2.522,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,yes,,
Female,43,1,Clerical or service worker,QLD,single,3.233,Q1,4.400,,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,,
Male,30,3,manager or administrator,VIC,single,3.400,Q2,3.600,2.192,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,,
Female,30,7,Clerical or service worker,VIC,living with a partner,3.600,Q2,3.067,3.400,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,,
Female,29,6,Clerical or service worker,VIC,living with a partner,4.033,Q3,4.667,3.074,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,48,6,small business owner,QLD,separated or divorced,3.233,Q1,3.533,3.167,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,,
Female,61,1,manager or administrator,VIC,separated or divorced,4.300,Q4,4.133,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,32,2,labourer,QLD,living with a partner,3.700,Q2,3.667,2.500,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,57,1,,VIC,single,3.933,Q3,3.733,2.880,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,,
Male,45,6,Clerical or service worker,SA,married,3.467,Q2,3.067,2.667,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,62,2,retired,VIC,single,4.867,Q4,3.067,3.900,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,
Female,34,7,small business owner,NSW,single,3.567,Q2,3.067,2.750,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,,
Female,48,2,Clerical or service worker,NSW,married,4.300,Q4,3.067,3.533,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,,
Male,61,1,Clerical or service worker,VIC,married,3.167,Q1,3.267,2.633,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,,
Male,28,3,professional,VIC,married,3.400,Q2,3.933,2.400,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,,
Female,25,7,,VIC,single,4.233,Q4,4.000,3.688,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
Male,33,1,sales,VIC,living with a partner,3.600,Q2,3.467,2.583,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,,
Male,25,8,professional,VIC,married,3.767,Q2,4.000,2.440,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,72,6,,SA,married,4.333,Q4,4.133,2.808,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,,
Male,31,6,tradesperson,QLD,married,3.433,Q2,3.800,2.769,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,yes,,
Male,40,6,tradesperson,NSW,single,3.833,Q3,3.667,2.481,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,,
Female,65,2,retired,VIC,separated or divorced,4.633,Q4,4.267,3.833,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,,
Male,68,3,retired,NSW,married,4.133,Q3,3.267,3.500,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,,
Female,74,7,manager or administrator,ACT,widowed,3.633,Q2,3.333,3.308,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
Male,60,8,professional,QLD,married,3.867,Q3,4.733,3.533,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Female,35,4,Clerical or service worker,NSW,married,3.233,Q1,3.267,,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,60,6,transport worker,NSW,separated or divorced,3.700,Q2,3.533,2.207,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,,
Male,40,8,professional,NSW,single,3.200,Q1,2.667,2.692,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,63,4,home-duties,WA,married,3.967,Q3,4.600,3.227,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,,
Male,60,6,retired,NSW,married,3.233,Q1,3.533,2.833,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,,
Female,35,1,professional,WA,living with a partner,3.133,Q1,3.867,2.636,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,,
Male,57,4,small business owner,QLD,living with a partner,3.167,Q1,3.200,1.962,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,,
Female,29,7,unemployed,NSW,married,3.567,Q2,3.067,2.741,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,22,7,,NSW,single,2.933,Q1,3.467,2.240,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,,
Male,25,8,manager or administrator,VIC,married,3.533,Q2,2.800,3.400,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,,
Female,42,1,professional,WA,living with a partner,3.167,Q1,3.333,3.000,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Male,19,3,professional,NSW,single,3.300,Q1,3.467,3.800,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,46,7,tradesperson,VIC,separated or divorced,3.700,Q2,3.533,3.071,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,,
Male,61,6,professional,VIC,married,3.867,Q3,2.333,2.800,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
Male,22,7,Clerical or service worker,NSW,single,3.867,Q3,4.000,3.955,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,,
Female,42,8,professional,VIC,single,3.567,Q2,3.933,3.556,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,,
Female,22,7,,VIC,single,4.167,Q3,3.533,3.233,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes,,
Female,23,4,,ACT,living with a partner,4.533,Q4,3.867,3.367,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,,
Female,60,1,home-duties,WA,married,4.200,Q3,3.200,4.455,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Male,53,7,small business owner,VIC,separated or divorced,4.333,Q4,4.467,3.429,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
Male,44,2,professional,VIC,single,4.633,Q4,4.400,3.000,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes,,
Male,56,8,professional,VIC,separated or divorced,3.800,Q2,3.267,3.478,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,,
Female,45,4,manager or administrator,NSW,single,4.267,Q4,4.400,3.133,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,,
Male,63,8,retired,SA,married,3.500,Q2,3.600,2.650,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,,
Female,55,1,sales,QLD,widowed,3.933,Q3,4.467,3.769,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,,
Male,24,6,tradesperson,Tas,living with a partner,3.567,Q2,3.267,2.400,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,,
Male,31,3,transport worker,QLD,living with a partner,5.000,Q4,3.267,3.833,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,,
Male,47,6,manager or administrator,NSW,separated or divorced,3.867,Q3,3.933,3.556,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,63,8,professional,QLD,separated or divorced,4.300,Q4,4.333,3.348,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,yes,,
Female,38,3,Clerical or service worker,VIC,married,2.500,Q1,3.867,2.500,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,,
Female,34,7,professional,NSW,married,4.067,Q3,3.733,3.107,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,57,8,manager or administrator,VIC,married,4.667,Q4,4.867,4.615,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no,,
Female,27,7,manager or administrator,QLD,single,4.100,Q3,3.733,3.000,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,,
Male,39,2,labourer,Tas,married,4.633,Q4,4.067,4.133,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,61,3,manager or administrator,NSW,living with a partner,3.933,Q3,3.933,2.950,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,,
Male,28,7,professional,QLD,living with a partner,4.133,Q3,3.600,3.033,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,
Female,49,8,professional,NSW,married,3.767,Q2,3.800,2.621,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,,
Female,52,3,professional,NSW,married,3.533,Q2,4.400,2.828,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
Male,41,8,professional,QLD,married,4.267,Q4,3.000,1.867,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,
Female,38,6,home-duties,NSW,married,1.667,Q1,2.267,1.600,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
Male,40,8,professional,ACT,separated or divorced,3.267,Q1,3.600,1.944,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,62,1,labourer,NSW,married,4.400,Q4,3.600,3.148,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,,
Female,24,7,,VIC,single,3.900,Q3,3.067,3.200,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,28,7,manager or administrator,NSW,married,1.533,Q1,2.267,1.393,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
